State,Sex,Age Group,Year,Ethnic Group,Value ('000 Person)
W.P Kuala Lumpur,Male, 25 - 29,2010,Other Bumiputera,1.6
W.P Kuala Lumpur,Male, 25 - 29,2010,Malay,39.9
W.P Kuala Lumpur,Male, 25 - 29,2010,Chinese,32.8
W.P Kuala Lumpur,Male, 25 - 29,2010,Indians,8.1
W.P Kuala Lumpur,Male, 25 - 29,2010,Other Malaysian,0.6
W.P Kuala Lumpur,Male, 25 - 29,2010,Non-Malaysian Citizens,15.2
W.P Kuala Lumpur,Male, 25 - 29,2011,Total Ethnic Group,99.2
W.P Kuala Lumpur,Male, 25 - 29,2011,Other Bumiputera,1.4
W.P Kuala Lumpur,Male, 25 - 29,2011,Malay,40.5
W.P Kuala Lumpur,Male, 25 - 29,2011,Chinese,32.8
W.P Kuala Lumpur,Male, 25 - 29,2011,Indians,8.1
W.P Kuala Lumpur,Male, 25 - 29,2011,Other Malaysian,0.6
W.P Kuala Lumpur,Male, 25 - 29,2011,Non-Malaysian Citizens,15.8
W.P Kuala Lumpur,Male, 25 - 29,2012,Total Ethnic Group,96.8
W.P Kuala Lumpur,Male, 25 - 29,2012,Other Bumiputera,1.3
W.P Kuala Lumpur,Male, 25 - 29,2012,Malay,38.1
W.P Kuala Lumpur,Male, 25 - 29,2012,Chinese,32.5
W.P Kuala Lumpur,Male, 25 - 29,2012,Indians,7.8
W.P Kuala Lumpur,Male, 25 - 29,2012,Other Malaysian,0.6
W.P Kuala Lumpur,Male, 25 - 29,2012,Non-Malaysian Citizens,16.5
W.P Kuala Lumpur,Male, 25 - 29,2013,Total Ethnic Group,97
W.P Kuala Lumpur,Male, 25 - 29,2013,Bumiputera,38.5
W.P Kuala Lumpur,Male, 25 - 29,2013,Chinese,31.6
W.P Kuala Lumpur,Male, 25 - 29,2013,Indians,7.5
W.P Kuala Lumpur,Male, 25 - 29,2013,Other Malaysian,0.6
W.P Kuala Lumpur,Male, 25 - 29,2013,Non-Malaysian Citizens,18.8
W.P Kuala Lumpur,Male, 25 - 29,2014,Total Ethnic Group,93.4
W.P Kuala Lumpur,Male, 25 - 29,2014,Bumiputera,37.5
W.P Kuala Lumpur,Male, 25 - 29,2014,Chinese,28.5
W.P Kuala Lumpur,Male, 25 - 29,2014,Indians,7.5
W.P Kuala Lumpur,Male, 25 - 29,2014,Other Malaysian,0.7
W.P Kuala Lumpur,Male, 25 - 29,2014,Non-Malaysian Citizens,19.3
W.P Kuala Lumpur,Male, 25 - 29,2015,Total Ethnic Group,97.1
W.P Kuala Lumpur,Male, 25 - 29,2015,Bumiputera,36.7
W.P Kuala Lumpur,Male, 25 - 29,2015,Chinese,27.9
W.P Kuala Lumpur,Male, 25 - 29,2015,Indians,7.4
W.P Kuala Lumpur,Male, 25 - 29,2015,Other Malaysian,0.7
W.P Kuala Lumpur,Male, 25 - 29,2015,Non-Malaysian Citizens,24.4
W.P Kuala Lumpur,Male, 25 - 29,2016,Total Ethnic Group,96.7
W.P Kuala Lumpur,Male, 25 - 29,2016,Bumiputera,36.1
W.P Kuala Lumpur,Male, 25 - 29,2016,Chinese,27.7
W.P Kuala Lumpur,Male, 25 - 29,2016,Indians,6.8
W.P Kuala Lumpur,Male, 25 - 29,2016,Other Malaysian,0.8
W.P Kuala Lumpur,Male, 25 - 29,2016,Non-Malaysian Citizens,25.3
W.P Kuala Lumpur,Male, 25 - 29,2017,Total Ethnic Group,96
W.P Kuala Lumpur,Male, 25 - 29,2017,Bumiputera,35.5
W.P Kuala Lumpur,Male, 25 - 29,2017,Chinese,27.7
W.P Kuala Lumpur,Male, 25 - 29,2017,Indians,6.7
W.P Kuala Lumpur,Male, 25 - 29,2017,Other Malaysian,0.8
W.P Kuala Lumpur,Male, 25 - 29,2017,Non-Malaysian Citizens,25.4
W.P Kuala Lumpur,Male, 25 - 29,2018,Total Ethnic Group,94.3
W.P Kuala Lumpur,Male, 25 - 29,2018,Bumiputera,34.3
W.P Kuala Lumpur,Male, 25 - 29,2018,Chinese,27.1
W.P Kuala Lumpur,Male, 25 - 29,2018,Indians,6.7
W.P Kuala Lumpur,Male, 25 - 29,2018,Other Malaysian,0.8
W.P Kuala Lumpur,Male, 25 - 29,2018,Non-Malaysian Citizens,25.5
W.P Kuala Lumpur,Male, 25 - 29,2019,Total Ethnic Group,91.2
W.P Kuala Lumpur,Male, 25 - 29,2019,Bumiputera,33
W.P Kuala Lumpur,Male, 25 - 29,2019,Chinese,26.1
W.P Kuala Lumpur,Male, 25 - 29,2019,Indians,6.6
W.P Kuala Lumpur,Male, 25 - 29,2019,Other Malaysian,0.8
W.P Kuala Lumpur,Male, 25 - 29,2019,Non-Malaysian Citizens,24.7
W.P Kuala Lumpur,Male, 25 - 29,2020,Total Ethnic Group,87.2
W.P Kuala Lumpur,Male, 25 - 29,2020,Bumiputera,31.5
W.P Kuala Lumpur,Male, 25 - 29,2020,Chinese,24.8
W.P Kuala Lumpur,Male, 25 - 29,2020,Indians,6.5
W.P Kuala Lumpur,Male, 25 - 29,2020,Other Malaysian,0.8
W.P Kuala Lumpur,Male, 25 - 29,2020,Non-Malaysian Citizens,23.6
W.P Kuala Lumpur,Male, 30 - 34,1991,Total Ethnic Group,62.2
W.P Kuala Lumpur,Male, 30 - 34,1991,Bumiputera,0.2
W.P Kuala Lumpur,Male, 30 - 34,1991,Malay,23.9
W.P Kuala Lumpur,Male, 30 - 34,1991,Chinese,26.5
W.P Kuala Lumpur,Male, 30 - 34,1991,Indians,7
W.P Kuala Lumpur,Male, 30 - 34,1991,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 30 - 34,1991,Non-Malaysian Citizens,4.3
W.P Kuala Lumpur,Male, 30 - 34,1992,Total Ethnic Group,63.6
W.P Kuala Lumpur,Male, 30 - 34,1992,Bumiputera,0.2
W.P Kuala Lumpur,Male, 30 - 34,1992,Malay,24.3
W.P Kuala Lumpur,Male, 30 - 34,1992,Chinese,26.4
W.P Kuala Lumpur,Male, 30 - 34,1992,Indians,7
W.P Kuala Lumpur,Male, 30 - 34,1992,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 30 - 34,1992,Non-Malaysian Citizens,5.3
W.P Kuala Lumpur,Male, 30 - 34,1993,Total Ethnic Group,65.2
W.P Kuala Lumpur,Male, 30 - 34,1993,Bumiputera,0.3
W.P Kuala Lumpur,Male, 30 - 34,1993,Malay,24.6
W.P Kuala Lumpur,Male, 30 - 34,1993,Chinese,26.4
W.P Kuala Lumpur,Male, 30 - 34,1993,Indians,7.1
W.P Kuala Lumpur,Male, 30 - 34,1993,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 30 - 34,1993,Non-Malaysian Citizens,6.3
W.P Kuala Lumpur,Male, 30 - 34,1994,Total Ethnic Group,66
W.P Kuala Lumpur,Male, 30 - 34,1994,Bumiputera,0.3
W.P Kuala Lumpur,Male, 30 - 34,1994,Malay,24.7
W.P Kuala Lumpur,Male, 30 - 34,1994,Chinese,26.3
W.P Kuala Lumpur,Male, 30 - 34,1994,Indians,7.1
W.P Kuala Lumpur,Male, 30 - 34,1994,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,1994,Non-Malaysian Citizens,7.2
W.P Kuala Lumpur,Male, 30 - 34,1995,Total Ethnic Group,66.4
W.P Kuala Lumpur,Male, 30 - 34,1995,Bumiputera,0.3
W.P Kuala Lumpur,Male, 30 - 34,1995,Malay,24.5
W.P Kuala Lumpur,Male, 30 - 34,1995,Chinese,26.1
W.P Kuala Lumpur,Male, 30 - 34,1995,Indians,7.1
W.P Kuala Lumpur,Male, 30 - 34,1995,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,1995,Non-Malaysian Citizens,7.9
W.P Kuala Lumpur,Male, 30 - 34,1996,Total Ethnic Group,66.2
W.P Kuala Lumpur,Male, 30 - 34,1996,Bumiputera,0.3
W.P Kuala Lumpur,Male, 30 - 34,1996,Malay,24.2
W.P Kuala Lumpur,Male, 30 - 34,1996,Chinese,25.8
W.P Kuala Lumpur,Male, 30 - 34,1996,Indians,7
W.P Kuala Lumpur,Male, 30 - 34,1996,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,1996,Non-Malaysian Citizens,8.4
W.P Kuala Lumpur,Male, 30 - 34,1997,Total Ethnic Group,65.4
W.P Kuala Lumpur,Male, 30 - 34,1997,Bumiputera,0.4
W.P Kuala Lumpur,Male, 30 - 34,1997,Malay,24
W.P Kuala Lumpur,Male, 30 - 34,1997,Chinese,25.7
W.P Kuala Lumpur,Male, 30 - 34,1997,Indians,6.9
W.P Kuala Lumpur,Male, 30 - 34,1997,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,1997,Non-Malaysian Citizens,8
W.P Kuala Lumpur,Male, 30 - 34,1998,Total Ethnic Group,64.9
W.P Kuala Lumpur,Male, 30 - 34,1998,Bumiputera,0.4
W.P Kuala Lumpur,Male, 30 - 34,1998,Malay,23.8
W.P Kuala Lumpur,Male, 30 - 34,1998,Chinese,25.5
W.P Kuala Lumpur,Male, 30 - 34,1998,Indians,6.8
W.P Kuala Lumpur,Male, 30 - 34,1998,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,1998,Non-Malaysian Citizens,7.8
W.P Kuala Lumpur,Male, 30 - 34,1999,Total Ethnic Group,65
W.P Kuala Lumpur,Male, 30 - 34,1999,Bumiputera,0.5
W.P Kuala Lumpur,Male, 30 - 34,1999,Malay,23.7
W.P Kuala Lumpur,Male, 30 - 34,1999,Chinese,25.6
W.P Kuala Lumpur,Male, 30 - 34,1999,Indians,6.8
W.P Kuala Lumpur,Male, 30 - 34,1999,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,1999,Non-Malaysian Citizens,7.8
W.P Kuala Lumpur,Male, 30 - 34,2000,Total Ethnic Group,65.8
W.P Kuala Lumpur,Male, 30 - 34,2000,Bumiputera,0.6
W.P Kuala Lumpur,Male, 30 - 34,2000,Malay,24
W.P Kuala Lumpur,Male, 30 - 34,2000,Chinese,25.8
W.P Kuala Lumpur,Male, 30 - 34,2000,Indians,6.9
W.P Kuala Lumpur,Male, 30 - 34,2000,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,2000,Non-Malaysian Citizens,8.1
W.P Kuala Lumpur,Male, 30 - 34,2001,Total Ethnic Group,67.1
W.P Kuala Lumpur,Male, 30 - 34,2001,Bumiputera,0.7
W.P Kuala Lumpur,Male, 30 - 34,2001,Malay,24.5
W.P Kuala Lumpur,Male, 30 - 34,2001,Chinese,26.4
W.P Kuala Lumpur,Male, 30 - 34,2001,Indians,6.8
W.P Kuala Lumpur,Male, 30 - 34,2001,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,2001,Non-Malaysian Citizens,8.1
W.P Kuala Lumpur,Male, 30 - 34,2002,Total Ethnic Group,68.5
W.P Kuala Lumpur,Male, 30 - 34,2002,Bumiputera,0.9
W.P Kuala Lumpur,Male, 30 - 34,2002,Malay,25.1
W.P Kuala Lumpur,Male, 30 - 34,2002,Chinese,27
W.P Kuala Lumpur,Male, 30 - 34,2002,Indians,6.8
W.P Kuala Lumpur,Male, 30 - 34,2002,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,2002,Non-Malaysian Citizens,8.1
W.P Kuala Lumpur,Male, 30 - 34,2003,Total Ethnic Group,70.1
W.P Kuala Lumpur,Male, 30 - 34,2003,Bumiputera,1
W.P Kuala Lumpur,Male, 30 - 34,2003,Malay,25.7
W.P Kuala Lumpur,Male, 30 - 34,2003,Chinese,27.7
W.P Kuala Lumpur,Male, 30 - 34,2003,Indians,6.8
W.P Kuala Lumpur,Male, 30 - 34,2003,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,2003,Non-Malaysian Citizens,8.3
W.P Kuala Lumpur,Male, 30 - 34,2004,Total Ethnic Group,71.5
W.P Kuala Lumpur,Male, 30 - 34,2004,Bumiputera,1.1
W.P Kuala Lumpur,Male, 30 - 34,2004,Malay,26.1
W.P Kuala Lumpur,Male, 30 - 34,2004,Chinese,28.4
W.P Kuala Lumpur,Male, 30 - 34,2004,Indians,6.8
W.P Kuala Lumpur,Male, 30 - 34,2004,Other Malaysian,0.6
W.P Kuala Lumpur,Male, 30 - 34,2004,Non-Malaysian Citizens,8.6
W.P Kuala Lumpur,Male, 30 - 34,2005,Total Ethnic Group,72.8
W.P Kuala Lumpur,Male, 30 - 34,2005,Bumiputera,1.2
W.P Kuala Lumpur,Male, 30 - 34,2005,Malay,26.3
W.P Kuala Lumpur,Male, 30 - 34,2005,Chinese,28.9
W.P Kuala Lumpur,Male, 30 - 34,2005,Indians,6.8
W.P Kuala Lumpur,Male, 30 - 34,2005,Other Malaysian,0.6
W.P Kuala Lumpur,Male, 30 - 34,2005,Non-Malaysian Citizens,9
W.P Kuala Lumpur,Male, 30 - 34,2006,Total Ethnic Group,74.1
W.P Kuala Lumpur,Male, 30 - 34,2006,Bumiputera,1.2
W.P Kuala Lumpur,Male, 30 - 34,2006,Malay,26.6
W.P Kuala Lumpur,Male, 30 - 34,2006,Chinese,29.4
W.P Kuala Lumpur,Male, 30 - 34,2006,Indians,6.8
W.P Kuala Lumpur,Male, 30 - 34,2006,Other Malaysian,0.6
W.P Kuala Lumpur,Male, 30 - 34,2006,Non-Malaysian Citizens,9.5
W.P Kuala Lumpur,Male, 30 - 34,2007,Total Ethnic Group,75.5
W.P Kuala Lumpur,Male, 30 - 34,2007,Bumiputera,1.2
W.P Kuala Lumpur,Male, 30 - 34,2007,Malay,26.9
W.P Kuala Lumpur,Male, 30 - 34,2007,Chinese,29.9
W.P Kuala Lumpur,Male, 30 - 34,2007,Indians,6.8
W.P Kuala Lumpur,Male, 30 - 34,2007,Other Malaysian,0.6
W.P Kuala Lumpur,Male, 30 - 34,2007,Non-Malaysian Citizens,10
W.P Kuala Lumpur,Male, 30 - 34,2008,Total Ethnic Group,77.2
W.P Kuala Lumpur,Male, 30 - 34,2008,Bumiputera,1.2
W.P Kuala Lumpur,Male, 30 - 34,2008,Malay,27.4
W.P Kuala Lumpur,Male, 30 - 34,2008,Chinese,30.6
W.P Kuala Lumpur,Male, 30 - 34,2008,Indians,6.9
W.P Kuala Lumpur,Male, 30 - 34,2008,Other Malaysian,0.6
W.P Kuala Lumpur,Male, 30 - 34,2008,Non-Malaysian Citizens,10.7
W.P Kuala Lumpur,Male, 30 - 34,2009,Total Ethnic Group,79.7
W.P Kuala Lumpur,Male, 30 - 34,2009,Bumiputera,1.2
W.P Kuala Lumpur,Male, 30 - 34,2009,Malay,28.3
W.P Kuala Lumpur,Male, 30 - 34,2009,Chinese,31.3
W.P Kuala Lumpur,Male, 30 - 34,2009,Indians,6.9
W.P Kuala Lumpur,Male, 30 - 34,2009,Other Malaysian,0.6
W.P Kuala Lumpur,Male, 30 - 34,2009,Non-Malaysian Citizens,11.5
W.P Kuala Lumpur,Male, 30 - 34,2010,Total Ethnic Group,83
W.P Kuala Lumpur,Male, 30 - 34,2010,Other Bumiputera,1.2
W.P Kuala Lumpur,Male, 30 - 34,2010,Malay,29.8
W.P Kuala Lumpur,Male, 30 - 34,2010,Chinese,32
W.P Kuala Lumpur,Male, 30 - 34,2010,Indians,7
W.P Kuala Lumpur,Male, 30 - 34,2010,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,2010,Non-Malaysian Citizens,12.5
W.P Kuala Lumpur,Male, 30 - 34,2011,Total Ethnic Group,86.2
W.P Kuala Lumpur,Male, 30 - 34,2011,Other Bumiputera,1.3
W.P Kuala Lumpur,Male, 30 - 34,2011,Malay,31.5
W.P Kuala Lumpur,Male, 30 - 34,2011,Chinese,32.5
W.P Kuala Lumpur,Male, 30 - 34,2011,Indians,7.4
W.P Kuala Lumpur,Male, 30 - 34,2011,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,2011,Non-Malaysian Citizens,13
W.P Kuala Lumpur,Male, 30 - 34,2012,Total Ethnic Group,89.1
W.P Kuala Lumpur,Male, 30 - 34,2012,Other Bumiputera,1.3
W.P Kuala Lumpur,Male, 30 - 34,2012,Malay,33.3
W.P Kuala Lumpur,Male, 30 - 34,2012,Chinese,32.8
W.P Kuala Lumpur,Male, 30 - 34,2012,Indians,7.6
W.P Kuala Lumpur,Male, 30 - 34,2012,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,2012,Non-Malaysian Citizens,13.7
W.P Kuala Lumpur,Male, 30 - 34,2013,Total Ethnic Group,92.5
W.P Kuala Lumpur,Male, 30 - 34,2013,Bumiputera,36.3
W.P Kuala Lumpur,Male, 30 - 34,2013,Chinese,32.6
W.P Kuala Lumpur,Male, 30 - 34,2013,Indians,7.6
W.P Kuala Lumpur,Male, 30 - 34,2013,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,2013,Non-Malaysian Citizens,15.5
W.P Kuala Lumpur,Male, 30 - 34,2014,Total Ethnic Group,93.2
W.P Kuala Lumpur,Male, 30 - 34,2014,Bumiputera,37.4
W.P Kuala Lumpur,Male, 30 - 34,2014,Chinese,32.3
W.P Kuala Lumpur,Male, 30 - 34,2014,Indians,7.4
W.P Kuala Lumpur,Male, 30 - 34,2014,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,2014,Non-Malaysian Citizens,15.5
W.P Kuala Lumpur,Male, 30 - 34,2015,Total Ethnic Group,96.9
W.P Kuala Lumpur,Male, 30 - 34,2015,Bumiputera,37.8
W.P Kuala Lumpur,Male, 30 - 34,2015,Chinese,31.5
W.P Kuala Lumpur,Male, 30 - 34,2015,Indians,7.4
W.P Kuala Lumpur,Male, 30 - 34,2015,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 30 - 34,2015,Non-Malaysian Citizens,19.7
W.P Kuala Lumpur,Male, 30 - 34,2016,Total Ethnic Group,95.4
W.P Kuala Lumpur,Male, 30 - 34,2016,Bumiputera,37.3
W.P Kuala Lumpur,Male, 30 - 34,2016,Chinese,29.8
W.P Kuala Lumpur,Male, 30 - 34,2016,Indians,7.4
W.P Kuala Lumpur,Male, 30 - 34,2016,Other Malaysian,0.6
W.P Kuala Lumpur,Male, 30 - 34,2016,Non-Malaysian Citizens,20.3
W.P Kuala Lumpur,Male, 30 - 34,2017,Total Ethnic Group,93.7
W.P Kuala Lumpur,Male, 30 - 34,2017,Bumiputera,36.6
W.P Kuala Lumpur,Male, 30 - 34,2017,Chinese,28.8
W.P Kuala Lumpur,Male, 30 - 34,2017,Indians,7.3
W.P Kuala Lumpur,Male, 30 - 34,2017,Other Malaysian,0.6
W.P Kuala Lumpur,Male, 30 - 34,2017,Non-Malaysian Citizens,20.5
W.P Kuala Lumpur,Male, 30 - 34,2018,Total Ethnic Group,90.2
W.P Kuala Lumpur,Male, 30 - 34,2018,Bumiputera,33.7
W.P Kuala Lumpur,Male, 30 - 34,2018,Chinese,28.2
W.P Kuala Lumpur,Male, 30 - 34,2018,Indians,7.1
W.P Kuala Lumpur,Male, 30 - 34,2018,Other Malaysian,0.6
W.P Kuala Lumpur,Male, 30 - 34,2018,Non-Malaysian Citizens,20.6
W.P Kuala Lumpur,Male, 30 - 34,2019,Total Ethnic Group,87.2
W.P Kuala Lumpur,Male, 30 - 34,2019,Bumiputera,31.9
W.P Kuala Lumpur,Male, 30 - 34,2019,Chinese,27.8
W.P Kuala Lumpur,Male, 30 - 34,2019,Indians,7
W.P Kuala Lumpur,Male, 30 - 34,2019,Other Malaysian,0.7
W.P Kuala Lumpur,Male, 30 - 34,2019,Non-Malaysian Citizens,19.9
W.P Kuala Lumpur,Male, 30 - 34,2020,Total Ethnic Group,84.6
W.P Kuala Lumpur,Male, 30 - 34,2020,Bumiputera,30.5
W.P Kuala Lumpur,Male, 30 - 34,2020,Chinese,27.5
W.P Kuala Lumpur,Male, 30 - 34,2020,Indians,6.8
W.P Kuala Lumpur,Male, 30 - 34,2020,Other Malaysian,0.7
W.P Kuala Lumpur,Male, 30 - 34,2020,Non-Malaysian Citizens,19
W.P Kuala Lumpur,Male, 35 - 39,1991,Total Ethnic Group,49.3
W.P Kuala Lumpur,Male, 35 - 39,1991,Bumiputera,0.1
W.P Kuala Lumpur,Male, 35 - 39,1991,Malay,17.4
W.P Kuala Lumpur,Male, 35 - 39,1991,Chinese,22.9
W.P Kuala Lumpur,Male, 35 - 39,1991,Indians,5.7
W.P Kuala Lumpur,Male, 35 - 39,1991,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,1991,Non-Malaysian Citizens,2.9
W.P Kuala Lumpur,Male, 35 - 39,1992,Total Ethnic Group,51.2
W.P Kuala Lumpur,Male, 35 - 39,1992,Bumiputera,0.2
W.P Kuala Lumpur,Male, 35 - 39,1992,Malay,18.2
W.P Kuala Lumpur,Male, 35 - 39,1992,Chinese,23.4
W.P Kuala Lumpur,Male, 35 - 39,1992,Indians,5.9
W.P Kuala Lumpur,Male, 35 - 39,1992,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,1992,Non-Malaysian Citizens,3.1
W.P Kuala Lumpur,Male, 35 - 39,1993,Total Ethnic Group,52.5
W.P Kuala Lumpur,Male, 35 - 39,1993,Bumiputera,0.2
W.P Kuala Lumpur,Male, 35 - 39,1993,Malay,18.8
W.P Kuala Lumpur,Male, 35 - 39,1993,Chinese,23.6
W.P Kuala Lumpur,Male, 35 - 39,1993,Indians,6.1
W.P Kuala Lumpur,Male, 35 - 39,1993,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,1993,Non-Malaysian Citizens,3.3
W.P Kuala Lumpur,Male, 35 - 39,1994,Total Ethnic Group,53.9
W.P Kuala Lumpur,Male, 35 - 39,1994,Bumiputera,0.2
W.P Kuala Lumpur,Male, 35 - 39,1994,Malay,19.4
W.P Kuala Lumpur,Male, 35 - 39,1994,Chinese,23.9
W.P Kuala Lumpur,Male, 35 - 39,1994,Indians,6.3
W.P Kuala Lumpur,Male, 35 - 39,1994,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,1994,Non-Malaysian Citizens,3.7
W.P Kuala Lumpur,Male, 35 - 39,1995,Total Ethnic Group,55.1
W.P Kuala Lumpur,Male, 35 - 39,1995,Bumiputera,0.2
W.P Kuala Lumpur,Male, 35 - 39,1995,Malay,19.9
W.P Kuala Lumpur,Male, 35 - 39,1995,Chinese,24
W.P Kuala Lumpur,Male, 35 - 39,1995,Indians,6.3
W.P Kuala Lumpur,Male, 35 - 39,1995,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,1995,Non-Malaysian Citizens,4.2
W.P Kuala Lumpur,Male, 35 - 39,1996,Total Ethnic Group,56.1
W.P Kuala Lumpur,Male, 35 - 39,1996,Bumiputera,0.3
W.P Kuala Lumpur,Male, 35 - 39,1996,Malay,20.3
W.P Kuala Lumpur,Male, 35 - 39,1996,Chinese,24.1
W.P Kuala Lumpur,Male, 35 - 39,1996,Indians,6.4
W.P Kuala Lumpur,Male, 35 - 39,1996,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,1996,Non-Malaysian Citizens,4.7
W.P Kuala Lumpur,Male, 35 - 39,1997,Total Ethnic Group,56.8
W.P Kuala Lumpur,Male, 35 - 39,1997,Bumiputera,0.3
W.P Kuala Lumpur,Male, 35 - 39,1997,Malay,20.3
W.P Kuala Lumpur,Male, 35 - 39,1997,Chinese,23.9
W.P Kuala Lumpur,Male, 35 - 39,1997,Indians,6.4
W.P Kuala Lumpur,Male, 35 - 39,1997,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,1997,Non-Malaysian Citizens,5.5
W.P Kuala Lumpur,Male, 35 - 39,1998,Total Ethnic Group,57.5
W.P Kuala Lumpur,Male, 35 - 39,1998,Bumiputera,0.3
W.P Kuala Lumpur,Male, 35 - 39,1998,Malay,20.3
W.P Kuala Lumpur,Male, 35 - 39,1998,Chinese,23.8
W.P Kuala Lumpur,Male, 35 - 39,1998,Indians,6.4
W.P Kuala Lumpur,Male, 35 - 39,1998,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,1998,Non-Malaysian Citizens,6.3
W.P Kuala Lumpur,Male, 35 - 39,1999,Total Ethnic Group,57.7
W.P Kuala Lumpur,Male, 35 - 39,1999,Bumiputera,0.3
W.P Kuala Lumpur,Male, 35 - 39,1999,Malay,20.2
W.P Kuala Lumpur,Male, 35 - 39,1999,Chinese,23.6
W.P Kuala Lumpur,Male, 35 - 39,1999,Indians,6.4
W.P Kuala Lumpur,Male, 35 - 39,1999,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,1999,Non-Malaysian Citizens,6.9
W.P Kuala Lumpur,Male, 35 - 39,2000,Total Ethnic Group,57.5
W.P Kuala Lumpur,Male, 35 - 39,2000,Bumiputera,0.3
W.P Kuala Lumpur,Male, 35 - 39,2000,Malay,19.9
W.P Kuala Lumpur,Male, 35 - 39,2000,Chinese,23.3
W.P Kuala Lumpur,Male, 35 - 39,2000,Indians,6.3
W.P Kuala Lumpur,Male, 35 - 39,2000,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,2000,Non-Malaysian Citizens,7.3
W.P Kuala Lumpur,Male, 35 - 39,2001,Total Ethnic Group,58.9
W.P Kuala Lumpur,Male, 35 - 39,2001,Bumiputera,0.3
W.P Kuala Lumpur,Male, 35 - 39,2001,Malay,20.5
W.P Kuala Lumpur,Male, 35 - 39,2001,Chinese,23.8
W.P Kuala Lumpur,Male, 35 - 39,2001,Indians,6.3
W.P Kuala Lumpur,Male, 35 - 39,2001,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,2001,Non-Malaysian Citizens,7.5
W.P Kuala Lumpur,Male, 35 - 39,2002,Total Ethnic Group,59.7
W.P Kuala Lumpur,Male, 35 - 39,2002,Bumiputera,0.3
W.P Kuala Lumpur,Male, 35 - 39,2002,Malay,20.9
W.P Kuala Lumpur,Male, 35 - 39,2002,Chinese,24.1
W.P Kuala Lumpur,Male, 35 - 39,2002,Indians,6.3
W.P Kuala Lumpur,Male, 35 - 39,2002,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,2002,Non-Malaysian Citizens,7.6
W.P Kuala Lumpur,Male, 35 - 39,2003,Total Ethnic Group,60.1
W.P Kuala Lumpur,Male, 35 - 39,2003,Bumiputera,0.4
W.P Kuala Lumpur,Male, 35 - 39,2003,Malay,21.1
W.P Kuala Lumpur,Male, 35 - 39,2003,Chinese,24.3
W.P Kuala Lumpur,Male, 35 - 39,2003,Indians,6.2
W.P Kuala Lumpur,Male, 35 - 39,2003,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 35 - 39,2003,Non-Malaysian Citizens,7.7
W.P Kuala Lumpur,Male, 35 - 39,2004,Total Ethnic Group,60.2
W.P Kuala Lumpur,Male, 35 - 39,2004,Bumiputera,0.4
W.P Kuala Lumpur,Male, 35 - 39,2004,Malay,21.2
W.P Kuala Lumpur,Male, 35 - 39,2004,Chinese,24.4
W.P Kuala Lumpur,Male, 35 - 39,2004,Indians,6.1
W.P Kuala Lumpur,Male, 35 - 39,2004,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 35 - 39,2004,Non-Malaysian Citizens,7.7
W.P Kuala Lumpur,Male, 35 - 39,2005,Total Ethnic Group,60.5
W.P Kuala Lumpur,Male, 35 - 39,2005,Bumiputera,0.5
W.P Kuala Lumpur,Male, 35 - 39,2005,Malay,21.3
W.P Kuala Lumpur,Male, 35 - 39,2005,Chinese,24.5
W.P Kuala Lumpur,Male, 35 - 39,2005,Indians,5.9
W.P Kuala Lumpur,Male, 35 - 39,2005,Other Malaysian,0.5
