Year,State,Contingent PDRM District,Type of Crime,Number of Crime
2017,Johor,Johor Bahru Utara,Robbery,292
2017,Johor,Kluang,Causing injury,45
2017,Johor,Kluang,Murder,1
2017,Johor,Kluang,Rape,24
2017,Johor,Kluang,Robbery,47
2017,Johor,Kota Tinggi,Causing injury,21
2017,Johor,Kota Tinggi,Murder,7
2017,Johor,Kota Tinggi,Rape,13
2017,Johor,Kota Tinggi,Robbery,48
2017,Johor,Kulaijaya,Causing injury,53
2017,Johor,Kulaijaya,Murder,6
2017,Johor,Kulaijaya,Rape,11
2017,Johor,Kulaijaya,Robbery,139
2017,Johor,Ledang,Causing injury,10
2017,Johor,Ledang,Murder,1
2017,Johor,Ledang,Rape,8
2017,Johor,Ledang,Robbery,25
2017,Johor,Mersing,Causing injury,12
2017,Johor,Mersing,Murder,1
2017,Johor,Mersing,Rape,6
2017,Johor,Mersing,Robbery,12
2017,Johor,Muar,Causing injury,19
2017,Johor,Muar,Murder,2
2017,Johor,Muar,Rape,12
2017,Johor,Muar,Robbery,31
2017,Johor,Nusajaya,Causing injury,1
2017,Johor,Nusajaya,Murder,0
2017,Johor,Nusajaya,Rape,0
2017,Johor,Nusajaya,Robbery,0
2017,Johor,Pontian,Causing injury,8
2017,Johor,Pontian,Murder,4
2017,Johor,Pontian,Rape,2
2017,Johor,Pontian,Robbery,25
2017,Johor,Segamat,Causing injury,15
2017,Johor,Segamat,Murder,2
2017,Johor,Segamat,Rape,4
2017,Johor,Segamat,Robbery,24
2017,Johor,Seri Alam,Causing injury,69
2017,Johor,Seri Alam,Murder,7
2017,Johor,Seri Alam,Rape,40
2017,Johor,Seri Alam,Robbery,137
2017,Kedah,Baling,Causing injury,29
2017,Kedah,Baling,Murder,0
2017,Kedah,Baling,Rape,11
2017,Kedah,Baling,Robbery,25
2017,Kedah,Bandar Bharu,Causing injury,2
2017,Kedah,Bandar Bharu,Murder,0
2017,Kedah,Bandar Bharu,Rape,1
2017,Kedah,Bandar Bharu,Robbery,8
2017,Kedah,Kota Setar,Causing injury,68
2017,Kedah,Kota Setar,Murder,3
2017,Kedah,Kota Setar,Rape,22
2017,Kedah,Kota Setar,Robbery,72
2017,Kedah,Kuala Muda,Causing injury,127
2017,Kedah,Kuala Muda,Murder,7
2017,Kedah,Kuala Muda,Rape,32
2017,Kedah,Kuala Muda,Robbery,206
2017,Kedah,Kubang Pasu,Causing injury,34
2017,Kedah,Kubang Pasu,Murder,4
2017,Kedah,Kubang Pasu,Rape,6
2017,Kedah,Kubang Pasu,Robbery,48
2017,Kedah,Kulim,Causing injury,62
2017,Kedah,Kulim,Murder,3
2017,Kedah,Kulim,Rape,22
2017,Kedah,Kulim,Robbery,84
2017,Kedah,Langkawi,Causing injury,18
2017,Kedah,Langkawi,Murder,3
2017,Kedah,Langkawi,Rape,6
2017,Kedah,Langkawi,Robbery,15
2017,Kedah,Padang Terap,Causing injury,8
2017,Kedah,Padang Terap,Murder,0
2017,Kedah,Padang Terap,Rape,7
2017,Kedah,Padang Terap,Robbery,6
2017,Kedah,Pendang,Causing injury,9
2017,Kedah,Pendang,Murder,1
2017,Kedah,Pendang,Rape,3
2017,Kedah,Pendang,Robbery,16
2017,Kedah,Sik,Causing injury,3
2017,Kedah,Sik,Murder,0
2017,Kedah,Sik,Rape,1
2017,Kedah,Sik,Robbery,7
2017,Kedah,Yan,Causing injury,4
2017,Kedah,Yan,Murder,0
2017,Kedah,Yan,Rape,8
2017,Kedah,Yan,Robbery,5
2017,Kelantan,Bachok,Causing injury,33
2017,Kelantan,Bachok,Murder,0
2017,Kelantan,Bachok,Rape,16
2017,Kelantan,Bachok,Robbery,7
2017,Kelantan,Gua Musang,Causing injury,17
2017,Kelantan,Gua Musang,Murder,2
2017,Kelantan,Gua Musang,Rape,7
2017,Kelantan,Gua Musang,Robbery,8
2017,Kelantan,Jeli,Causing injury,1
2017,Kelantan,Jeli,Murder,0
2017,Kelantan,Jeli,Rape,4
2017,Kelantan,Jeli,Robbery,1
2017,Kelantan,Kota Bharu,Causing injury,56
2017,Kelantan,Kota Bharu,Murder,3
2017,Kelantan,Kota Bharu,Rape,28
2017,Kelantan,Kota Bharu,Robbery,101
2017,Kelantan,Kuala Krai,Causing injury,26
2017,Kelantan,Kuala Krai,Murder,1
2017,Kelantan,Kuala Krai,Rape,6
2017,Kelantan,Kuala Krai,Robbery,11
2017,Kelantan,Machang,Causing injury,17
2017,Kelantan,Machang,Murder,1
2017,Kelantan,Machang,Rape,5
2017,Kelantan,Machang,Robbery,15
2017,Kelantan,Pasir Mas,Causing injury,25
2017,Kelantan,Pasir Mas,Murder,1
2017,Kelantan,Pasir Mas,Rape,12
2017,Kelantan,Pasir Mas,Robbery,18
2017,Kelantan,Pasir Puteh,Causing injury,30
2017,Kelantan,Pasir Puteh,Murder,1
2017,Kelantan,Pasir Puteh,Rape,8
2017,Kelantan,Pasir Puteh,Robbery,22
2017,Kelantan,Tanah Merah,Causing injury,28
2017,Kelantan,Tanah Merah,Murder,1
2017,Kelantan,Tanah Merah,Rape,16
2017,Kelantan,Tanah Merah,Robbery,10
2017,Kelantan,Tumpat,Causing injury,19
2017,Kelantan,Tumpat,Murder,3
2017,Kelantan,Tumpat,Rape,12
2017,Kelantan,Tumpat,Robbery,28
2017,Melaka,Alor Gajah,Causing injury,23
2017,Melaka,Alor Gajah,Murder,1
2017,Melaka,Alor Gajah,Rape,9
2017,Melaka,Alor Gajah,Robbery,47
2017,Melaka,Jasin,Causing injury,19
2017,Melaka,Jasin,Murder,1
2017,Melaka,Jasin,Rape,17
2017,Melaka,Jasin,Robbery,30
2017,Melaka,Melaka Tengah,Causing injury,134
2017,Melaka,Melaka Tengah,Murder,5
2017,Melaka,Melaka Tengah,Rape,43
2017,Melaka,Melaka Tengah,Robbery,513
2017,Negeri Sembilan,Jelebu,Causing injury,10
2017,Negeri Sembilan,Jelebu,Murder,2
2017,Negeri Sembilan,Jelebu,Rape,3
2017,Negeri Sembilan,Jelebu,Robbery,4
2017,Negeri Sembilan,Jempol,Causing injury,25
2017,Negeri Sembilan,Jempol,Murder,4
2017,Negeri Sembilan,Jempol,Rape,17
2017,Negeri Sembilan,Jempol,Robbery,23
2017,Negeri Sembilan,Kuala Pilah,Causing injury,20
2017,Negeri Sembilan,Kuala Pilah,Murder,1
2017,Negeri Sembilan,Kuala Pilah,Rape,4
2017,Negeri Sembilan,Kuala Pilah,Robbery,25
2017,Negeri Sembilan,Nilai,Causing injury,73
2017,Negeri Sembilan,Nilai,Murder,1
2017,Negeri Sembilan,Nilai,Rape,14
2017,Negeri Sembilan,Nilai,Robbery,188
2017,Negeri Sembilan,Port Dickson,Causing injury,25
2017,Negeri Sembilan,Port Dickson,Murder,1
2017,Negeri Sembilan,Port Dickson,Rape,13
2017,Negeri Sembilan,Port Dickson,Robbery,45
2017,Negeri Sembilan,Rembau,Causing injury,7
2017,Negeri Sembilan,Rembau,Murder,0
2017,Negeri Sembilan,Rembau,Rape,2
2017,Negeri Sembilan,Rembau,Robbery,7
2017,Negeri Sembilan,Seremban,Causing injury,70
2017,Negeri Sembilan,Seremban,Murder,4
2017,Negeri Sembilan,Seremban,Rape,28
2017,Negeri Sembilan,Seremban,Robbery,229
2017,Negeri Sembilan,Tampin,Causing injury,11
2017,Negeri Sembilan,Tampin,Murder,1
2017,Negeri Sembilan,Tampin,Rape,10
2017,Negeri Sembilan,Tampin,Robbery,17
2017,Pahang,Bentong,Causing injury,24
2017,Pahang,Bentong,Murder,2
2017,Pahang,Bentong,Rape,7
2017,Pahang,Bentong,Robbery,14
2017,Pahang,Bera,Causing injury,11
2017,Pahang,Bera,Murder,2
2017,Pahang,Bera,Rape,11
2017,Pahang,Bera,Robbery,16
2017,Pahang,Cameron Highland,Causing injury,10
2017,Pahang,Cameron Highland,Murder,0
2017,Pahang,Cameron Highland,Rape,1
2017,Pahang,Cameron Highland,Robbery,2
2017,Pahang,Jerantut,Causing injury,14
2017,Pahang,Jerantut,Murder,1
2017,Pahang,Jerantut,Rape,6
2017,Pahang,Jerantut,Robbery,10
2017,Pahang,Kuala Lipis,Causing injury,5
2017,Pahang,Kuala Lipis,Murder,1
2017,Pahang,Kuala Lipis,Rape,5
2017,Pahang,Kuala Lipis,Robbery,2
2017,Pahang,Kuantan,Causing injury,54
2017,Pahang,Kuantan,Murder,4
2017,Pahang,Kuantan,Rape,81
2017,Pahang,Kuantan,Robbery,185
2017,Pahang,Maran,Causing injury,11
2017,Pahang,Maran,Murder,0
2017,Pahang,Maran,Rape,13
2017,Pahang,Maran,Robbery,12
2017,Pahang,Pekan,Causing injury,11
2017,Pahang,Pekan,Murder,0
2017,Pahang,Pekan,Rape,13
2017,Pahang,Pekan,Robbery,9
2017,Pahang,Raub,Causing injury,12
2017,Pahang,Raub,Murder,2
2017,Pahang,Raub,Rape,6
2017,Pahang,Raub,Robbery,2
2017,Pahang,Rompin,Causing injury,18
2017,Pahang,Rompin,Murder,2
2017,Pahang,Rompin,Rape,12
2017,Pahang,Rompin,Robbery,10
2017,Pahang,Temerloh,Causing injury,18
2017,Pahang,Temerloh,Murder,2
2017,Pahang,Temerloh,Rape,8
2017,Pahang,Temerloh,Robbery,27
2017,Perak,Batu Gajah,Causing injury,7
2017,Perak,Batu Gajah,Murder,1
2017,Perak,Batu Gajah,Rape,3
2017,Perak,Batu Gajah,Robbery,12
2017,Perak,Gerik,Causing injury,6
2017,Perak,Gerik,Murder,2
2017,Perak,Gerik,Rape,5
2017,Perak,Gerik,Robbery,3
2017,Perak,Hilir Perak,Causing injury,67
2017,Perak,Hilir Perak,Murder,5
2017,Perak,Hilir Perak,Rape,7
2017,Perak,Hilir Perak,Robbery,49
2017,Perak,Ipoh,Causing injury,121
2017,Perak,Ipoh,Murder,9
2017,Perak,Ipoh,Rape,13
2017,Perak,Ipoh,Robbery,307
2017,Perak,Kampar,Causing injury,9
2017,Perak,Kampar,Murder,2
2017,Perak,Kampar,Rape,3
2017,Perak,Kampar,Robbery,22
2017,Perak,Kerian,Causing injury,8
2017,Perak,Kerian,Murder,4
2017,Perak,Kerian,Rape,2
2017,Perak,Kerian,Robbery,25
2017,Perak,Kuala Kangsar,Causing injury,6
2017,Perak,Kuala Kangsar,Murder,1
2017,Perak,Kuala Kangsar,Rape,6
2017,Perak,Kuala Kangsar,Robbery,8
2017,Perak,Manjung,Causing injury,48
2017,Perak,Manjung,Murder,7
2017,Perak,Manjung,Rape,11
2017,Perak,Manjung,Robbery,50
2017,Perak,Pengkalan Hulu,Causing injury,0
2017,Perak,Pengkalan Hulu,Murder,0
2017,Perak,Pengkalan Hulu,Rape,2
2017,Perak,Pengkalan Hulu,Robbery,0
2017,Perak,Perak Tengah,Causing injury,7
2017,Perak,Perak Tengah,Murder,0
2017,Perak,Perak Tengah,Rape,8
2017,Perak,Perak Tengah,Robbery,9
2017,Perak,Selama,Causing injury,1
2017,Perak,Selama,Murder,0
2017,Perak,Selama,Rape,1
2017,Perak,Selama,Robbery,1
2017,Perak,Sungai Siput,Causing injury,5
2017,Perak,Sungai Siput,Murder,1
2017,Perak,Sungai Siput,Rape,9
2017,Perak,Sungai Siput,Robbery,16
2017,Perak,Taiping,Causing injury,63
2017,Perak,Taiping,Murder,2
2017,Perak,Taiping,Rape,10
2017,Perak,Taiping,Robbery,95
2017,Perak,Tanjong Malim,Causing injury,7
2017,Perak,Tanjong Malim,Murder,0
2017,Perak,Tanjong Malim,Rape,3
2017,Perak,Tanjong Malim,Robbery,21
2017,Perak,Tapah,Causing injury,41
2017,Perak,Tapah,Murder,2
2017,Perak,Tapah,Rape,17
2017,Perak,Tapah,Robbery,39
2017,Perlis,Arau,Causing injury,8
2017,Perlis,Arau,Murder,1
2017,Perlis,Arau,Rape,10
2017,Perlis,Arau,Robbery,18
2017,Perlis,Kangar,Causing injury,27
2017,Perlis,Kangar,Murder,0
2017,Perlis,Kangar,Rape,9
2017,Perlis,Kangar,Robbery,28
2017,Perlis,Padang Besar,Causing injury,12
2017,Perlis,Padang Besar,Murder,1
2017,Perlis,Padang Besar,Rape,11
2017,Perlis,Padang Besar,Robbery,7
2017,Pulau Pinang,Barat Daya,Causing injury,33
2017,Pulau Pinang,Barat Daya,Murder,0
2017,Pulau Pinang,Barat Daya,Rape,11
2017,Pulau Pinang,Barat Daya,Robbery,45
2017,Pulau Pinang,Seberang Perai Selatan,Causing injury,34
2017,Pulau Pinang,Seberang Perai Selatan,Murder,3
2017,Pulau Pinang,Seberang Perai Selatan,Rape,7
2017,Pulau Pinang,Seberang Perai Selatan,Robbery,94
2017,Pulau Pinang,Seberang Perai Tengah,Causing injury,51
2017,Pulau Pinang,Seberang Perai Tengah,Murder,6
2017,Pulau Pinang,Seberang Perai Tengah,Rape,35
2017,Pulau Pinang,Seberang Perai Tengah,Robbery,230
2017,Pulau Pinang,Seberang Perai Utara,Causing injury,53
2017,Pulau Pinang,Seberang Perai Utara,Murder,2
2017,Pulau Pinang,Seberang Perai Utara,Rape,14
2017,Pulau Pinang,Seberang Perai Utara,Robbery,90
2017,Pulau Pinang,Timur Laut,Causing injury,104
2017,Pulau Pinang,Timur Laut,Murder,6
2017,Pulau Pinang,Timur Laut,Rape,13
2017,Pulau Pinang,Timur Laut,Robbery,247
2017,Sabah,Beaufort,Causing injury,5
2017,Sabah,Beaufort,Murder,0
2017,Sabah,Beaufort,Rape,14
2017,Sabah,Beaufort,Robbery,3
2017,Sabah,Beluran,Causing injury,3
2017,Sabah,Beluran,Murder,2
2017,Sabah,Beluran,Rape,12
2017,Sabah,Beluran,Robbery,4
2017,Sabah,Keningau,Causing injury,16
2017,Sabah,Keningau,Murder,2
2017,Sabah,Keningau,Rape,11
2017,Sabah,Keningau,Robbery,10
2017,Sabah,Kota Belud,Causing injury,14
2017,Sabah,Kota Belud,Murder,2
2017,Sabah,Kota Belud,Rape,11
2017,Sabah,Kota Belud,Robbery,6
2017,Sabah,Kota Kinabalu,Causing injury,34
2017,Sabah,Kota Kinabalu,Murder,3
2017,Sabah,Kota Kinabalu,Rape,32
2017,Sabah,Kota Kinabalu,Robbery,82
2017,Sabah,Kota Kinabatangan,Causing injury,2
2017,Sabah,Kota Kinabatangan,Murder,2
2017,Sabah,Kota Kinabatangan,Rape,9
2017,Sabah,Kota Kinabatangan,Robbery,1
2017,Sabah,Kota Marudu,Causing injury,8
2017,Sabah,Kota Marudu,Murder,0
2017,Sabah,Kota Marudu,Rape,6
2017,Sabah,Kota Marudu,Robbery,2
2017,Sabah,Kudat,Causing injury,6
2017,Sabah,Kudat,Murder,1
2017,Sabah,Kudat,Rape,6
2017,Sabah,Kudat,Robbery,1
2017,Sabah,Kunak,Causing injury,3
2017,Sabah,Kunak,Murder,0
2017,Sabah,Kunak,Rape,2
2017,Sabah,Kunak,Robbery,3
2017,Sabah,Lahad Datu,Causing injury,21
2017,Sabah,Lahad Datu,Murder,2
2017,Sabah,Lahad Datu,Rape,9
2017,Sabah,Lahad Datu,Robbery,16
2017,Sabah,Papar,Causing injury,10
2017,Sabah,Papar,Murder,1
2017,Sabah,Papar,Rape,2
2017,Sabah,Papar,Robbery,12
2017,Sabah,Penampang,Causing injury,27
2017,Sabah,Penampang,Murder,1
2017,Sabah,Penampang,Rape,21
2017,Sabah,Penampang,Robbery,26
2017,Sabah,Ranau,Causing injury,5
2017,Sabah,Ranau,Murder,3
2017,Sabah,Ranau,Rape,7
2017,Sabah,Ranau,Robbery,1
2017,Sabah,Sandakan,Causing injury,17
2017,Sabah,Sandakan,Murder,3
2017,Sabah,Sandakan,Rape,11
2017,Sabah,Sandakan,Robbery,55
2017,Sabah,Semporna,Causing injury,21
2017,Sabah,Semporna,Murder,1
2017,Sabah,Semporna,Rape,10
2017,Sabah,Semporna,Robbery,6
2017,Sabah,Sipitang,Causing injury,1
2017,Sabah,Sipitang,Murder,1
2017,Sabah,Sipitang,Rape,4
2017,Sabah,Sipitang,Robbery,0
2017,Sabah,Tawau,Causing injury,23
2017,Sabah,Tawau,Murder,9
2017,Sabah,Tawau,Rape,21
2017,Sabah,Tawau,Robbery,44
2017,Sabah,Tenom,Causing injury,4
2017,Sabah,Tenom,Murder,0
2017,Sabah,Tenom,Rape,7
2017,Sabah,Tenom,Robbery,0
2017,Sabah,Tuaran,Causing injury,4
2017,Sabah,Tuaran,Murder,2
2017,Sabah,Tuaran,Rape,11
2017,Sabah,Tuaran,Robbery,4
2017,Sarawak,Bau,Causing injury,4
2017,Sarawak,Bau,Murder,0
2017,Sarawak,Bau,Rape,2
2017,Sarawak,Bau,Robbery,3
2017,Sarawak,Belaga,Causing injury,4
2017,Sarawak,Belaga,Murder,0
2017,Sarawak,Belaga,Rape,2
2017,Sarawak,Belaga,Robbery,0
2017,Sarawak,Betong,Causing injury,7
2017,Sarawak,Betong,Murder,0
2017,Sarawak,Betong,Rape,7
2017,Sarawak,Betong,Robbery,4
2017,Sarawak,Bintulu,Causing injury,21
2017,Sarawak,Bintulu,Murder,2
2017,Sarawak,Bintulu,Rape,12
2017,Sarawak,Bintulu,Robbery,28
2017,Sarawak,Dalat,Causing injury,2
2017,Sarawak,Dalat,Murder,0
2017,Sarawak,Dalat,Rape,4
2017,Sarawak,Dalat,Robbery,1
2017,Sarawak,Julau,Causing injury,3
2017,Sarawak,Julau,Murder,0
2017,Sarawak,Julau,Rape,1
2017,Sarawak,Julau,Robbery,1
2017,Sarawak,Kanowit,Causing injury,1
2017,Sarawak,Kanowit,Murder,0
2017,Sarawak,Kanowit,Rape,4
2017,Sarawak,Kanowit,Robbery,0
2017,Sarawak,Kapit,Causing injury,6
2017,Sarawak,Kapit,Murder,2
2017,Sarawak,Kapit,Rape,3
2017,Sarawak,Kapit,Robbery,0
2017,Sarawak,Kota Samarahan,Causing injury,19
2017,Sarawak,Kota Samarahan,Murder,1
2017,Sarawak,Kota Samarahan,Rape,4
2017,Sarawak,Kota Samarahan,Robbery,21
2017,Sarawak,Kuching,Causing injury,80
2017,Sarawak,Kuching,Murder,2
2017,Sarawak,Kuching,Rape,15
2017,Sarawak,Kuching,Robbery,83
2017,Sarawak,Lawas,Causing injury,2
2017,Sarawak,Lawas,Murder,0
2017,Sarawak,Lawas,Rape,1
2017,Sarawak,Lawas,Robbery,1
2017,Sarawak,Limbang,Causing injury,8
2017,Sarawak,Limbang,Murder,1
2017,Sarawak,Limbang,Rape,5
2017,Sarawak,Limbang,Robbery,1
2017,Sarawak,Lubok Antu,Causing injury,1
2017,Sarawak,Lubok Antu,Murder,0
2017,Sarawak,Lubok Antu,Rape,1
2017,Sarawak,Lubok Antu,Robbery,0
2017,Sarawak,Lundu,Causing injury,5
2017,Sarawak,Lundu,Murder,0
2017,Sarawak,Lundu,Rape,0
2017,Sarawak,Lundu,Robbery,2
2017,Sarawak,Marudi,Causing injury,16
2017,Sarawak,Marudi,Murder,0
2017,Sarawak,Marudi,Rape,4
2017,Sarawak,Marudi,Robbery,1
2017,Sarawak,Matu Daro,Causing injury,1
2017,Sarawak,Matu Daro,Murder,0
2017,Sarawak,Matu Daro,Rape,1
2017,Sarawak,Matu Daro,Robbery,1
2017,Sarawak,Meradong,Causing injury,5
2017,Sarawak,Meradong,Murder,1
2017,Sarawak,Meradong,Rape,1
2017,Sarawak,Meradong,Robbery,0
2017,Sarawak,Miri,Causing injury,61
2017,Sarawak,Miri,Murder,7
2017,Sarawak,Miri,Rape,27
2017,Sarawak,Miri,Robbery,68
2017,Sarawak,Mukah,Causing injury,5
2017,Sarawak,Mukah,Murder,0
2017,Sarawak,Mukah,Rape,4
2017,Sarawak,Mukah,Robbery,1
2017,Sarawak,Padawan,Causing injury,26
2017,Sarawak,Padawan,Murder,3
2017,Sarawak,Padawan,Rape,10
2017,Sarawak,Padawan,Robbery,39
2017,Sarawak,Saratok,Causing injury,1
2017,Sarawak,Saratok,Murder,0
2017,Sarawak,Saratok,Rape,6
2017,Sarawak,Saratok,Robbery,1
2017,Sarawak,Sarikei,Causing injury,11
2017,Sarawak,Sarikei,Murder,1
2017,Sarawak,Sarikei,Rape,7
2017,Sarawak,Sarikei,Robbery,9
2017,Sarawak,Serian,Causing injury,10
2017,Sarawak,Serian,Murder,1
2017,Sarawak,Serian,Rape,2
2017,Sarawak,Serian,Robbery,12
2017,Sarawak,Sibu,Causing injury,51
2017,Sarawak,Sibu,Murder,5
2017,Sarawak,Sibu,Rape,18
2017,Sarawak,Sibu,Robbery,48
2017,Sarawak,Simunjan,Causing injury,4
2017,Sarawak,Simunjan,Murder,0
2017,Sarawak,Simunjan,Rape,1
2017,Sarawak,Simunjan,Robbery,0
2017,Sarawak,Song,Causing injury,2
2017,Sarawak,Song,Murder,0
2017,Sarawak,Song,Rape,1
2017,Sarawak,Song,Robbery,0
2017,Sarawak,Sri Aman,Causing injury,7
2017,Sarawak,Sri Aman,Murder,1
2017,Sarawak,Sri Aman,Rape,7
2017,Sarawak,Sri Aman,Robbery,6
2017,Sarawak,Tatau,Causing injury,5
2017,Sarawak,Tatau,Murder,0
2017,Sarawak,Tatau,Rape,0
2017,Sarawak,Tatau,Robbery,0
2017,Selangor,Ampang Jaya,Causing injury,86
2017,Selangor,Ampang Jaya,Murder,4
2017,Selangor,Ampang Jaya,Rape,36
2017,Selangor,Ampang Jaya,Robbery,581
2017,Selangor,Gombak,Causing injury,114
2017,Selangor,Gombak,Murder,11
2017,Selangor,Gombak,Rape,41
2017,Selangor,Gombak,Robbery,672
2017,Selangor,Hulu Selangor,Causing injury,25
2017,Selangor,Hulu Selangor,Murder,3
2017,Selangor,Hulu Selangor,Rape,30
2017,Selangor,Hulu Selangor,Robbery,52
2017,Selangor,Kajang,Causing injury,133
2017,Selangor,Kajang,Murder,11
2017,Selangor,Kajang,Rape,23
2017,Selangor,Kajang,Robbery,804
2017,Selangor,Klang Selatan,Causing injury,133
2017,Selangor,Klang Selatan,Murder,8
2017,Selangor,Klang Selatan,Rape,16
2017,Selangor,Klang Selatan,Robbery,425
2017,Selangor,Klang Utara,Causing injury,83
2017,Selangor,Klang Utara,Murder,3
2017,Selangor,Klang Utara,Rape,16
2017,Selangor,Klang Utara,Robbery,290
2017,Selangor,Kuala Langat,Causing injury,60
2017,Selangor,Kuala Langat,Murder,2
2017,Selangor,Kuala Langat,Rape,10
2017,Selangor,Kuala Langat,Robbery,79
2017,Selangor,Kuala Selangor,Causing injury,21
2017,Selangor,Kuala Selangor,Murder,6
2017,Selangor,Kuala Selangor,Rape,8
2017,Selangor,Kuala Selangor,Robbery,63
2017,Selangor,Petaling Jaya,Causing injury,155
2017,Selangor,Petaling Jaya,Murder,7
2017,Selangor,Petaling Jaya,Rape,42
2017,Selangor,Petaling Jaya,Robbery,935
2017,Selangor,Sabak Bernam,Causing injury,25
2017,Selangor,Sabak Bernam,Murder,0
2017,Selangor,Sabak Bernam,Rape,15
2017,Selangor,Sabak Bernam,Robbery,25
2017,Selangor,Sepang,Causing injury,54
2017,Selangor,Sepang,Murder,7
2017,Selangor,Sepang,Rape,14
2017,Selangor,Sepang,Robbery,109
2017,Selangor,Serdang,Causing injury,47
2017,Selangor,Serdang,Murder,6
2017,Selangor,Serdang,Rape,20
2017,Selangor,Serdang,Robbery,375
2017,Selangor,Sg. Buloh,Causing injury,60
2017,Selangor,Sg. Buloh,Murder,3
2017,Selangor,Sg. Buloh,Rape,21
2017,Selangor,Sg. Buloh,Robbery,203
2017,Selangor,Shah Alam,Causing injury,49
2017,Selangor,Shah Alam,Murder,6
2017,Selangor,Shah Alam,Rape,12
2017,Selangor,Shah Alam,Robbery,153
2017,Selangor,Subang Jaya,Causing injury,63
2017,Selangor,Subang Jaya,Murder,6
2017,Selangor,Subang Jaya,Rape,17
2017,Selangor,Subang Jaya,Robbery,192
2017,Terengganu,Besut,Causing injury,35
2017,Terengganu,Besut,Murder,3
2017,Terengganu,Besut,Rape,9
2017,Terengganu,Besut,Robbery,41
2017,Terengganu,Dungun,Causing injury,27
2017,Terengganu,Dungun,Murder,0
2017,Terengganu,Dungun,Rape,10
2017,Terengganu,Dungun,Robbery,19
2017,Terengganu,Hulu Terengganu,Causing injury,11
2017,Terengganu,Hulu Terengganu,Murder,0
2017,Terengganu,Hulu Terengganu,Rape,5
2017,Terengganu,Hulu Terengganu,Robbery,4
2017,Terengganu,Kemaman,Causing injury,10
2017,Terengganu,Kemaman,Murder,0
2017,Terengganu,Kemaman,Rape,10
2017,Terengganu,Kemaman,Robbery,23
2017,Terengganu,Kuala Terengganu,Causing injury,26
2017,Terengganu,Kuala Terengganu,Murder,1
2017,Terengganu,Kuala Terengganu,Rape,20
2017,Terengganu,Kuala Terengganu,Robbery,50
2017,Terengganu,Marang,Causing injury,12
2017,Terengganu,Marang,Murder,1
2017,Terengganu,Marang,Rape,5
2017,Terengganu,Marang,Robbery,11
2017,Terengganu,Setiu,Causing injury,9
2017,Terengganu,Setiu,Murder,0
2017,Terengganu,Setiu,Rape,5
2017,Terengganu,Setiu,Robbery,7
2017,W.P. Kuala Lumpur,Brickfields,Causing injury,69
2017,W.P. Kuala Lumpur,Brickfields,Murder,2
2017,W.P. Kuala Lumpur,Brickfields,Rape,24
2017,W.P. Kuala Lumpur,Brickfields,Robbery,484
2017,W.P. Kuala Lumpur,Cheras,Causing injury,83
2017,W.P. Kuala Lumpur,Cheras,Murder,5
2017,W.P. Kuala Lumpur,Cheras,Rape,23
2017,W.P. Kuala Lumpur,Cheras,Robbery,361
2017,W.P. Kuala Lumpur,Dang Wangi,Causing injury,161
2017,W.P. Kuala Lumpur,Dang Wangi,Murder,10
2017,W.P. Kuala Lumpur,Dang Wangi,Rape,30
2017,W.P. Kuala Lumpur,Dang Wangi,Robbery,1151
2017,W.P. Kuala Lumpur,Sentul,Causing injury,201
2017,W.P. Kuala Lumpur,Sentul,Murder,15
2017,W.P. Kuala Lumpur,Sentul,Rape,21
2017,W.P. Kuala Lumpur,Sentul,Robbery,14
2017,W.P. Kuala Lumpur,Wangsa Maju,Causing injury,134
2017,W.P. Kuala Lumpur,Wangsa Maju,Murder,5
2017,W.P. Kuala Lumpur,Wangsa Maju,Rape,32
2017,W.P. Kuala Lumpur,Wangsa Maju,Robbery,547
2017,W.P. Labuan,W.P. Labuan,Causing injury,6
2017,W.P. Labuan,W.P. Labuan,Murder,1
2017,W.P. Labuan,W.P. Labuan,Rape,5
2017,W.P. Labuan,W.P. Labuan,Robbery,8
2017,W.P. Putrajaya,W.P. Putrajaya,Causing injury,3
2017,W.P. Putrajaya,W.P. Putrajaya,Murder,0
2017,W.P. Putrajaya,W.P. Putrajaya,Rape,2
2017,W.P. Putrajaya,W.P. Putrajaya,Robbery,622
2018,Johor,Batu Pahat,Causing injury,28
2018,Johor,Batu Pahat,Murder,3
2018,Johor,Batu Pahat,Rape,13
2018,Johor,Batu Pahat,Robbery,60
2018,Johor,Iskandar Puteri,Causing injury,61
2018,Johor,Iskandar Puteri,Murder,4
2018,Johor,Iskandar Puteri,Rape,13
2018,Johor,Iskandar Puteri,Robbery,71
2018,Johor,Johor Bahru Selatan,Causing injury,115
2018,Johor,Johor Bahru Selatan,Murder,9
2018,Johor,Johor Bahru Selatan,Rape,24
2018,Johor,Johor Bahru Selatan,Robbery,326
2018,Johor,Johor Bahru Utara,Causing injury,102
2018,Johor,Johor Bahru Utara,Murder,5
2018,Johor,Johor Bahru Utara,Rape,19
2018,Johor,Johor Bahru Utara,Robbery,217
2018,Johor,Kluang,Causing injury,57
2018,Johor,Kluang,Murder,1
2018,Johor,Kluang,Rape,18
2018,Johor,Kluang,Robbery,49
2018,Johor,Kota Tinggi,Causing injury,30
2018,Johor,Kota Tinggi,Murder,2
2018,Johor,Kota Tinggi,Rape,8
2018,Johor,Kota Tinggi,Robbery,0
